Category,pslist.nproc,pslist.nppid,pslist.avg_threads,pslist.nprocs64bit,pslist.avg_handlers,dlllist.ndlls,dlllist.avg_dlls_per_proc,handles.nhandles,handles.avg_handles_per_proc,handles.nport,handles.nfile,handles.nevent,handles.ndesktop,handles.nkey,handles.nthread,handles.ndirectory,handles.nsemaphore,handles.ntimer,handles.nsection,handles.nmutant,ldrmodules.not_in_load,ldrmodules.not_in_init,ldrmodules.not_in_mem,ldrmodules.not_in_load_avg,ldrmodules.not_in_init_avg,ldrmodules.not_in_mem_avg,malfind.ninjections,malfind.commitCharge,malfind.protection,malfind.uniqueInjections,psxview.not_in_pslist,psxview.not_in_eprocess_pool,psxview.not_in_ethread_pool,psxview.not_in_pspcid_list,psxview.not_in_csrss_handles,psxview.not_in_session,psxview.not_in_deskthrd,psxview.not_in_pslist_false_avg,psxview.not_in_eprocess_pool_false_avg,psxview.not_in_ethread_pool_false_avg,psxview.not_in_pspcid_list_false_avg,psxview.not_in_csrss_handles_false_avg,psxview.not_in_session_false_avg,psxview.not_in_deskthrd_false_avg,modules.nmodules,svcscan.nservices,svcscan.kernel_drivers,svcscan.fs_drivers,svcscan.process_services,svcscan.shared_process_services,svcscan.interactive_process_services,svcscan.nactive,callbacks.ncallbacks,callbacks.nanonymous,callbacks.ngeneric
Spyware-180solutions,43,19,9.302325581,0,196.8139535,1612,37.48837209,8464,201.5238095,0,652,2915,45,761,716,103,622,116,184,242,49,88,49,0.030116779,0.054087277,0.030116779,9,81,54,1.285714286,0,0,1,0,5,2,7,0.0,0.0,0.023255814,0.0,0.11627907,0.046511628,0.162790698,138,389,221,26,24,116,0,120,87,0,8
Spyware-180solutions,45,19,9.866666667,0,200.4444444,1724,38.31111111,9021,205.0227273,0,672,3079,47,746,830,110,668,123,199,271,53,94,53,0.029892837,0.053017484,0.029892837,9,81,54,1.285714286,3,0,4,3,8,5,10,0.0625,0.0,0.083333333,0.0625,0.166666667,0.104166667,0.208333333,138,389,221,26,24,116,0,123,87,0,8
Spyware-180solutions,47,20,9.382978723,0,194.3617021,1787,38.0212766,9136,198.6086957,0,671,3113,49,760,806,114,677,129,203,279,52,95,52,0.028337875,0.051771117,0.028337875,9,81,54,1.285714286,3,1,3,3,8,5,10,0.06,0.02,0.06,0.06,0.16,0.1,0.2,138,389,221,26,24,116,0,123,87,0,8
Spyware-180solutions,47,20,9.127659574,0,192.2340426,1765,37.55319149,9036,196.4347826,0,671,3082,49,760,775,114,668,129,203,279,51,94,51,0.028176796,0.051933702,0.028176796,9,81,54,1.285714286,3,1,3,3,8,5,10,0.06,0.02,0.06,0.06,0.16,0.1,0.2,138,389,221,26,24,116,0,123,87,0,8
Spyware-180solutions,47,20,9.0,0,191.5106383,1765,37.55319149,9002,195.6956522,0,670,3070,49,760,764,114,668,129,203,279,51,94,51,0.028254848,0.052077562,0.028254848,9,81,54,1.285714286,3,1,3,3,8,5,10,0.06,0.02,0.06,0.06,0.16,0.1,0.2,138,389,221,26,24,116,0,123,87,0,8
Spyware-180solutions,45,19,9.088888889,0,193.0222222,1683,37.4,8687,197.4318182,0,664,2977,47,750,734,111,626,122,198,269,50,91,50,0.029120559,0.052999418,0.029120559,9,81,54,1.285714286,5,1,5,5,10,7,12,0.1,0.02,0.1,0.1,0.2,0.14,0.24,138,389,221,26,24,116,0,122,87,0,8
Spyware-180solutions,44,19,9.045454545,0,194.4772727,1647,37.43181818,8558,199.0232558,0,654,2937,46,770,717,105,624,119,183,244,50,90,50,0.029904306,0.053827751,0.029904306,9,81,54,1.285714286,3,0,4,3,8,5,10,0.063829787,0.0,0.085106383,0.063829787,0.170212766,0.106382979,0.212765957,138,389,221,26,24,116,0,120,87,0,8
Spyware-180solutions,43,19,9.348837209,0,197.2325581,1612,37.48837209,8482,201.952381,0,653,2911,45,761,716,103,622,116,183,242,49,88,49,0.030042918,0.053954629,0.030042918,9,81,54,1.285714286,2,0,3,2,7,4,9,0.044444444,0.0,0.066666667,0.044444444,0.155555556,0.088888889,0.2,138,389,221,26,24,116,0,120,87,0,8
Spyware-180solutions,43,19,9.348837209,0,197.255814,1612,37.48837209,8483,201.9761905,0,655,2920,45,761,719,103,622,116,184,242,49,88,49,0.03009828,0.054054054,0.03009828,9,81,54,1.285714286,0,0,1,0,5,2,7,0.0,0.0,0.023255814,0.0,0.11627907,0.046511628,0.162790698,138,389,221,26,24,116,0,120,87,0,8
Spyware-180solutions,39,15,11.43589744,0,220.9487179,1563,40.07692308,8617,220.9487179,0,642,3004,42,661,831,99,640,120,177,259,47,85,47,0.02921069,0.052827843,0.02921069,3,3,18,1.0,4,0,4,4,8,6,10,0.093023256,0.0,0.093023256,0.093023256,0.186046512,0.139534884,0.23255814,138,389,221,26,24,116,0,122,86,0,8
Spyware-180solutions,37,15,10.05405405,0,214.7297297,1445,39.05405405,7945,214.7297297,0,626,2807,40,673,657,92,594,113,162,230,42,78,42,0.028826356,0.05353466,0.028826356,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.108108108,0.054054054,0.162162162,138,389,221,26,24,116,0,119,86,0,8
Spyware-180solutions,39,15,10.71794872,0,217.3076923,1552,39.79487179,8475,217.3076923,0,641,2965,42,661,778,99,634,120,177,259,47,85,47,0.029411765,0.053191489,0.029411765,3,3,18,1.0,4,0,4,4,8,6,10,0.093023256,0.0,0.093023256,0.093023256,0.186046512,0.139534884,0.23255814,138,389,221,26,24,116,0,122,86,0,8
Spyware-180solutions,41,16,10.04878049,0,209.7073171,1606,39.17073171,8598,209.7073171,0,645,3002,44,675,750,103,640,126,181,267,45,85,45,0.027272727,0.051515152,0.027272727,3,3,18,1.0,4,0,4,4,8,6,10,0.088888889,0.0,0.088888889,0.088888889,0.177777778,0.133333333,0.222222222,138,389,221,26,24,116,0,122,86,0,8
Spyware-180solutions,40,16,9.825,0,208.8,1557,38.925,8352,208.8,0,642,2925,43,670,704,101,606,123,178,262,45,84,45,0.028142589,0.052532833,0.028142589,3,3,18,1.0,5,0,5,5,9,7,11,0.111111111,0.0,0.111111111,0.111111111,0.2,0.155555556,0.244444444,138,389,221,26,24,116,0,122,86,0,8
Spyware-180solutions,40,16,9.85,0,208.65,1557,38.925,8346,208.65,0,642,2920,43,670,704,101,606,123,178,262,45,84,45,0.028248588,0.052730697,0.028248588,3,3,18,1.0,5,0,5,5,9,7,11,0.111111111,0.0,0.111111111,0.111111111,0.2,0.155555556,0.244444444,138,389,221,26,24,116,0,122,86,0,8
Spyware-180solutions,39,15,9.923076923,0,210.5384615,1521,39.0,8211,210.5384615,0,639,2882,42,665,693,100,598,119,176,255,44,82,44,0.028405423,0.052937379,0.028405423,3,3,18,1.0,6,0,6,6,10,8,12,0.133333333,0.0,0.133333333,0.133333333,0.222222222,0.177777778,0.266666667,138,389,221,26,24,116,0,121,86,0,8
Spyware-180solutions,38,15,10.05263158,0,214.2631579,1490,39.21052632,8142,214.2631579,0,635,2852,41,684,682,98,598,116,176,250,44,81,44,0.029158383,0.053677932,0.029158383,3,3,18,1.0,6,0,6,6,10,8,12,0.136363636,0.0,0.136363636,0.136363636,0.227272727,0.181818182,0.272727273,138,389,221,26,24,116,0,119,86,0,8
Spyware-180solutions,38,15,10.15789474,0,214.7105263,1492,39.26315789,8159,214.7105263,0,637,2859,41,684,691,98,598,116,176,253,44,81,44,0.029177719,0.053713528,0.029177719,3,3,18,1.0,1,0,1,1,5,3,7,0.025641026,0.0,0.025641026,0.025641026,0.128205128,0.076923077,0.179487179,138,389,221,26,24,116,0,119,86,0,8
Spyware-180solutions,38,15,10.05263158,0,213.8684211,1492,39.26315789,8127,213.8684211,0,638,2850,41,684,677,98,598,116,176,252,44,81,44,0.029216467,0.053784861,0.029216467,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.105263158,0.052631579,0.157894737,138,389,221,26,24,116,0,119,86,0,8
Spyware-180solutions,42,16,10.83333333,0,208.6428571,1598,38.04761905,8765,219.125,0,656,3034,43,670,846,102,655,123,193,261,48,87,48,0.029214851,0.052951917,0.029214851,3,3,18,1.0,2,0,4,2,8,4,10,0.045454545,0.0,0.090909091,0.045454545,0.181818182,0.090909091,0.227272727,138,389,221,26,24,116,0,122,87,0,8
Spyware-180solutions,40,16,9.575,0,221.825,1499,37.475,8875,233.5526316,0,873,2860,41,700,682,95,617,116,646,236,44,81,44,0.029158383,0.053677932,0.029158383,3,3,18,1.0,2,0,4,2,8,4,10,0.047619048,0.0,0.095238095,0.047619048,0.19047619,0.095238095,0.238095238,138,389,221,26,24,116,0,119,87,0,8
Spyware-180solutions,42,16,10.19047619,0,207.5952381,1587,37.78571429,8721,218.025,0,683,3000,43,670,795,102,649,123,241,261,48,87,48,0.029411765,0.053308824,0.029411765,3,3,18,1.0,2,0,4,2,8,4,10,0.045454545,0.0,0.090909091,0.045454545,0.181818182,0.090909091,0.227272727,138,389,221,26,24,116,0,122,87,0,8
Spyware-180solutions,46,18,9.347826087,0,197.9565217,1703,37.02173913,9108,207.0,0,724,3087,46,714,795,109,666,132,306,273,50,93,50,0.028571429,0.053142857,0.028571429,3,3,18,1.0,3,0,5,3,9,5,12,0.06122449,0.0,0.102040816,0.06122449,0.183673469,0.102040816,0.244897959,138,389,221,26,24,116,0,122,87,0,8
Spyware-180solutions,43,17,9.534883721,0,205.4651163,1611,37.46511628,8837,215.5365854,0,736,2984,44,696,744,104,629,126,351,268,47,87,47,0.028433152,0.052631579,0.028433152,3,3,18,1.0,6,0,8,6,12,8,14,0.12244898,0.0,0.163265306,0.12244898,0.244897959,0.163265306,0.285714286,138,389,221,26,24,116,0,122,87,0,8
Spyware-180solutions,47,18,8.680851064,0,192.7446809,1679,35.72340426,9061,201.3555556,0,785,3013,47,723,732,110,629,132,411,269,51,95,51,0.029651163,0.055232558,0.029651163,3,3,18,1.0,2,0,4,2,8,4,11,0.040816327,0.0,0.081632653,0.040816327,0.163265306,0.081632653,0.224489796,138,389,221,26,24,116,0,122,87,0,8
Spyware-180solutions,42,16,9.380952381,0,210.1190476,1576,37.52380952,8827,220.675,0,787,2930,43,692,706,103,621,122,457,263,46,85,46,0.02864259,0.052926526,0.02864259,3,3,18,1.0,7,0,9,7,13,9,15,0.142857143,0.0,0.183673469,0.142857143,0.265306122,0.183673469,0.306122449,138,389,221,26,24,116,0,121,87,0,8
Spyware-180solutions,41,16,9.487804878,0,215.4390244,1546,37.70731707,8835,226.5384615,0,807,2903,42,711,697,101,621,119,505,259,46,84,46,0.029374202,0.053639847,0.029374202,3,3,18,1.0,1,0,3,1,7,3,9,0.023809524,0.0,0.071428571,0.023809524,0.166666667,0.071428571,0.214285714,138,389,221,26,24,116,0,119,87,0,8
Spyware-180solutions,40,16,9.6,0,218.225,1499,37.475,8731,229.7631579,0,826,2856,41,700,682,95,617,116,538,236,44,81,44,0.029081295,0.053536021,0.029081295,3,3,18,1.0,0,0,2,0,6,2,8,0.0,0.0,0.05,0.0,0.15,0.05,0.2,138,389,221,26,24,116,0,119,87,0,8
Spyware-180solutions,40,16,9.575,0,219.85,1499,37.475,8796,231.4736842,0,852,2861,41,700,680,95,617,116,586,236,44,81,44,0.029139073,0.053642384,0.029139073,3,3,18,1.0,0,0,2,0,6,2,8,0.0,0.0,0.05,0.0,0.15,0.05,0.2,138,389,221,26,24,116,0,119,87,0,8
Spyware-180solutions,42,16,10.71428571,0,209.2380952,1594,38.87804878,8788,209.2380952,0,747,3029,44,668,829,104,656,120,172,260,50,90,50,0.030432136,0.054777845,0.030432136,3,3,18,1.0,1,0,1,1,5,3,8,0.023255814,0.0,0.023255814,0.023255814,0.11627907,0.069767442,0.186046512,138,389,221,26,24,116,0,121,86,0,8
Spyware-180solutions,44,18,9.477272727,0,207.1136364,1709,38.84090909,9113,207.1136364,0,713,3137,47,829,764,105,654,119,219,276,56,99,56,0.032091691,0.056733524,0.032091691,7,39,42,1.4,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.090909091,0.045454545,0.136363636,138,389,221,26,24,116,0,119,86,0,8
Spyware-180solutions,46,18,10.08695652,0,206.8695652,1781,38.7173913,9516,206.8695652,0,717,3258,49,792,873,112,682,126,228,296,57,102,57,0.031028851,0.055525313,0.031028851,7,39,42,1.4,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.086956522,0.043478261,0.130434783,138,389,221,26,24,116,0,122,86,0,8
Spyware-180solutions,48,19,9.583333333,0,201.125,1844,38.41666667,9654,201.125,0,720,3300,51,806,853,116,691,132,232,304,56,103,56,0.029489205,0.054239073,0.029489205,7,39,42,1.4,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.083333333,0.041666667,0.125,138,389,221,26,24,116,0,122,86,0,8
Spyware-180solutions,47,19,9.361702128,0,199.6382979,1786,38.0,9383,199.6382979,0,717,3219,50,801,806,114,654,129,229,299,55,101,55,0.02992383,0.054951034,0.02992383,7,39,42,1.4,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.085106383,0.042553191,0.127659574,138,389,221,26,24,116,0,122,86,0,8
Spyware-180solutions,47,19,9.234042553,0,198.9787234,1786,38.0,9352,198.9787234,0,717,3214,50,801,798,114,654,129,229,299,55,101,55,0.030005456,0.055100927,0.030005456,7,39,42,1.4,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.085106383,0.042553191,0.127659574,138,389,221,26,24,116,0,122,86,0,8
Spyware-180solutions,46,18,9.130434783,0,199.7608696,1748,38.0,9189,199.7608696,0,714,3165,49,796,770,113,646,125,227,293,54,99,54,0.030184461,0.055338178,0.030184461,7,39,42,1.4,1,0,1,1,5,3,7,0.021276596,0.0,0.021276596,0.021276596,0.106382979,0.063829787,0.14893617,138,389,221,26,24,116,0,121,86,0,8
Spyware-180solutions,45,18,9.155555556,0,201.4666667,1713,38.06666667,9066,201.4666667,0,709,3125,48,792,759,111,640,122,226,285,54,98,54,0.030981067,0.0562249,0.030981067,7,39,42,1.4,1,0,1,1,5,3,7,0.02173913,0.0,0.02173913,0.02173913,0.108695652,0.065217391,0.152173913,138,389,221,26,24,116,0,119,86,0,8
Spyware-180solutions,45,18,9.377777778,0,203.4444444,1722,38.26666667,9155,203.4444444,0,718,3134,48,819,771,111,646,122,228,287,54,98,54,0.030857143,0.056,0.030857143,7,39,42,1.4,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.088888889,0.044444444,0.133333333,138,389,221,26,24,116,0,119,86,0,8
Spyware-180solutions,44,18,9.522727273,0,207.3863636,1707,38.79545455,9125,207.3863636,0,715,3137,47,829,770,105,654,119,220,274,56,99,56,0.032110092,0.056766055,0.032110092,7,39,42,1.4,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.090909091,0.045454545,0.136363636,138,389,221,26,24,116,0,119,86,0,8
Spyware-180solutions,48,18,9.958333333,0,195.6458333,1783,37.14583333,9391,195.6458333,0,701,3225,51,764,888,116,680,126,202,275,57,105,57,0.030995106,0.057096248,0.030995106,5,21,30,1.25,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.083333333,0.041666667,0.125,138,389,221,26,24,116,0,121,87,0,8
Spyware-180solutions,42,17,9.142857143,0,194.9285714,1529,36.4047619,8187,194.9285714,0,657,2883,45,709,674,101,603,113,165,233,47,88,47,0.030440415,0.056994819,0.030440415,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.095238095,0.047619048,0.142857143,138,389,221,26,24,116,0,119,87,0,8
Spyware-180solutions,44,17,9.636363636,0,197.4090909,1636,37.18181818,8686,197.4090909,0,668,3026,47,697,782,108,643,120,180,262,52,95,52,0.030823948,0.056312982,0.030823948,3,3,18,1.0,4,0,4,4,8,6,10,0.083333333,0.0,0.083333333,0.083333333,0.166666667,0.125,0.208333333,138,389,221,26,24,116,0,122,87,0,8
Spyware-180solutions,46,18,9.130434783,0,192.3043478,1699,36.93478261,8846,192.3043478,0,673,3074,49,711,763,112,652,126,184,270,51,96,51,0.02915952,0.054888508,0.02915952,3,3,18,1.0,3,0,3,3,7,5,9,0.06122449,0.0,0.06122449,0.06122449,0.142857143,0.102040816,0.183673469,138,389,221,26,24,116,0,122,87,0,8
Spyware-180solutions,45,18,8.955555556,0,190.7333333,1641,36.46666667,8583,190.7333333,0,670,2993,48,706,719,110,615,123,181,265,50,94,50,0.029620853,0.055687204,0.029620853,3,3,18,1.0,4,0,4,4,8,6,10,0.081632653,0.0,0.081632653,0.081632653,0.163265306,0.12244898,0.204081633,138,389,221,26,24,116,0,122,87,0,8
Spyware-180solutions,45,18,8.888888889,0,190.4222222,1641,36.46666667,8569,190.4222222,0,670,2986,48,706,711,110,615,123,181,265,50,94,50,0.029708853,0.055852644,0.029708853,3,3,18,1.0,4,0,4,4,8,6,10,0.081632653,0.0,0.081632653,0.081632653,0.163265306,0.12244898,0.204081633,138,389,221,26,24,116,0,122,87,0,8
Spyware-180solutions,44,17,9.068181818,0,191.8636364,1603,36.43181818,8442,191.8636364,0,667,2950,47,701,708,109,607,119,179,258,49,92,49,0.029896278,0.056131788,0.029896278,3,3,18,1.0,5,0,5,5,9,7,11,0.102040816,0.0,0.102040816,0.102040816,0.183673469,0.142857143,0.224489796,138,389,221,26,24,116,0,121,87,0,8
Spyware-180solutions,42,17,9.095238095,0,195.1428571,1529,36.4047619,8196,195.1428571,0,652,2879,45,709,672,101,603,113,164,233,47,88,47,0.030264005,0.05666452,0.030264005,3,3,18,1.0,6,0,6,6,10,8,12,0.125,0.0,0.125,0.125,0.208333333,0.166666667,0.25,138,389,221,26,24,116,0,119,87,0,8
Spyware-180solutions,42,17,9.19047619,0,195.2619048,1529,36.4047619,8201,195.2619048,0,656,2877,45,709,676,101,603,113,164,233,47,88,47,0.030361757,0.056847545,0.030361757,3,3,18,1.0,6,0,6,6,10,8,12,0.125,0.0,0.125,0.125,0.208333333,0.166666667,0.25,138,389,221,26,24,116,0,119,87,0,8
Spyware-180solutions,42,17,9.214285714,0,195.2857143,1529,36.4047619,8202,195.2857143,0,657,2886,45,709,680,101,603,113,165,233,47,88,47,0.030420712,0.056957929,0.030420712,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.095238095,0.047619048,0.142857143,138,389,221,26,24,116,0,119,87,0,8
Spyware-180solutions,44,18,10.68181818,0,206.0,1684,38.27272727,9064,206.0,0,676,3106,47,702,880,109,678,129,191,270,58,101,58,0.033314187,0.058012636,0.033314187,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.090909091,0.045454545,0.136363636,138,389,221,26,24,116,0,122,86,0,8
Spyware-180solutions,42,18,9.69047619,0,202.952381,1595,37.97619048,8524,202.952381,0,659,2953,45,722,731,102,640,122,175,245,56,97,56,0.03461063,0.059950556,0.03461063,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.095238095,0.047619048,0.142857143,138,389,221,26,24,116,0,119,86,0,8
Spyware-180solutions,44,18,10.13636364,0,203.4545455,1673,38.02272727,8952,203.4545455,0,675,3075,47,702,833,109,672,129,191,270,60,103,60,0.034642032,0.059468822,0.034642032,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.090909091,0.045454545,0.136363636,138,389,221,26,24,116,0,122,86,0,8
Spyware-180solutions,46,19,9.717391304,0,197.5217391,1736,37.73913043,9086,197.5217391,0,677,3115,49,716,818,113,681,135,195,278,59,104,59,0.032887402,0.057971014,0.032887402,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.086956522,0.043478261,0.130434783,138,389,221,26,24,116,0,122,86,0,8
Spyware-180solutions,45,19,9.533333333,0,195.8888889,1678,37.28888889,8815,195.8888889,0,674,3032,48,711,770,111,644,132,192,273,58,102,58,0.033467975,0.058857473,0.033467975,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.088888889,0.044444444,0.133333333,138,389,221,26,24,116,0,122,86,0,8
Spyware-180solutions,45,19,9.377777778,0,196.4,1692,37.6,8838,196.4,0,674,3037,48,714,759,111,652,132,192,273,58,102,58,0.033295063,0.058553387,0.033295063,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.088888889,0.044444444,0.133333333,138,389,221,26,24,116,0,122,86,0,8
Spyware-180solutions,44,18,9.477272727,0,197.9318182,1656,37.63636364,8709,197.9318182,0,672,2998,47,709,751,110,644,128,190,266,58,101,58,0.034117647,0.059411765,0.034117647,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.090909091,0.045454545,0.136363636,138,389,221,26,24,116,0,121,86,0,8
Spyware-180solutions,43,18,9.558139535,0,202.1627907,1634,38.0,8693,202.1627907,0,670,2985,46,733,742,108,644,125,191,261,58,101,58,0.034772182,0.060551559,0.034772182,3,3,18,1.0,1,0,1,1,5,3,7,0.022727273,0.0,0.022727273,0.022727273,0.113636364,0.068181818,0.159090909,138,389,221,26,24,116,0,119,86,0,8
Spyware-180solutions,43,18,9.744186047,0,202.9302326,1642,38.18604651,8726,202.9302326,0,668,2996,46,733,753,108,644,125,191,267,58,100,58,0.034709755,0.059844405,0.034709755,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.093023256,0.046511628,0.139534884,138,389,221,26,24,116,0,119,86,0,8
Spyware-180solutions,43,18,9.558139535,0,200.3255814,1624,37.76744186,8614,200.3255814,0,663,2977,46,730,741,104,642,125,177,251,57,99,57,0.034566404,0.060036386,0.034566404,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.093023256,0.046511628,0.139534884,138,389,221,26,24,116,0,119,86,0,8
Spyware-180solutions,39,15,11.35897436,0,220.8205128,1563,40.07692308,8612,220.8205128,0,642,3004,42,661,829,99,640,120,177,259,47,85,47,0.02921069,0.052827843,0.02921069,3,3,18,1.0,6,0,6,6,10,8,12,0.133333333,0.0,0.133333333,0.133333333,0.222222222,0.177777778,0.266666667,138,389,221,26,24,116,0,122,87,0,8
Spyware-180solutions,37,15,10.18918919,0,215.2432432,1446,39.08108108,7964,215.2432432,0,627,2817,40,673,666,92,594,113,161,230,42,78,42,0.028806584,0.053497942,0.028806584,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.108108108,0.054054054,0.162162162,138,389,221,26,24,116,0,119,87,0,8
Spyware-180solutions,39,15,10.66666667,0,217.7435897,1552,39.79487179,8492,217.7435897,0,642,2970,42,661,776,99,634,120,177,259,47,85,47,0.029411765,0.053191489,0.029411765,3,3,18,1.0,6,0,6,6,10,8,12,0.133333333,0.0,0.133333333,0.133333333,0.222222222,0.177777778,0.266666667,138,389,221,26,24,116,0,122,87,0,8
Spyware-180solutions,41,16,10.09756098,0,210.4634146,1615,39.3902439,8629,210.4634146,0,645,3012,44,675,759,103,643,126,181,267,46,86,46,0.027710843,0.051807229,0.027710843,3,3,18,1.0,5,0,5,5,9,7,11,0.108695652,0.0,0.108695652,0.108695652,0.195652174,0.152173913,0.239130435,138,389,221,26,24,116,0,122,87,0,8
Spyware-180solutions,40,16,9.875,0,208.9,1557,38.925,8356,208.9,0,642,2927,43,670,708,101,606,123,178,262,45,84,45,0.028142589,0.052532833,0.028142589,3,3,18,1.0,6,0,6,6,10,8,12,0.130434783,0.0,0.130434783,0.130434783,0.217391304,0.173913043,0.260869565,138,389,221,26,24,116,0,122,87,0,8
Spyware-180solutions,40,16,9.825,0,208.6,1557,38.925,8344,208.6,0,642,2921,43,670,702,101,606,123,178,262,45,84,45,0.028230866,0.052697616,0.028230866,3,3,18,1.0,5,0,5,5,9,7,11,0.111111111,0.0,0.111111111,0.111111111,0.2,0.155555556,0.244444444,138,389,221,26,24,116,0,122,87,0,8
Spyware-180solutions,39,15,9.897435897,0,210.3333333,1521,39.0,8203,210.3333333,0,640,2879,42,665,688,100,598,119,177,255,44,83,44,0.028350515,0.053479381,0.028350515,3,3,18,1.0,6,0,6,6,10,8,12,0.133333333,0.0,0.133333333,0.133333333,0.222222222,0.177777778,0.266666667,138,389,221,26,24,116,0,121,87,0,8
Spyware-180solutions,38,15,10.0,0,212.6578947,1484,39.05263158,8081,212.6578947,0,634,2838,41,661,678,98,592,116,175,248,44,81,44,0.029255319,0.053856383,0.029255319,3,3,18,1.0,6,0,6,6,10,8,12,0.136363636,0.0,0.136363636,0.136363636,0.227272727,0.181818182,0.272727273,138,389,221,26,24,116,0,119,87,0,8
Spyware-180solutions,38,15,10.05263158,0,214.2105263,1493,39.28947368,8140,214.2105263,0,639,2847,41,684,678,98,598,116,176,251,44,81,44,0.029119788,0.053606883,0.029119788,3,3,18,1.0,5,0,5,5,9,7,11,0.11627907,0.0,0.11627907,0.11627907,0.209302326,0.162790698,0.255813953,138,389,221,26,24,116,0,119,87,0,8
Spyware-180solutions,37,15,10.24324324,0,215.4324324,1446,39.08108108,7971,215.4324324,0,624,2819,40,673,670,92,594,113,161,230,42,78,42,0.02878684,0.053461275,0.02878684,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.108108108,0.054054054,0.162162162,138,389,221,26,24,116,0,119,87,0,8
Spyware-180solutions,39,15,11.51282051,0,221.6666667,1566,40.15384615,8645,221.6666667,0,645,3018,42,659,838,99,640,120,177,260,48,86,48,0.029758215,0.053316801,0.029758215,3,3,18,1.0,6,0,6,6,10,8,12,0.133333333,0.0,0.133333333,0.133333333,0.222222222,0.177777778,0.266666667,138,389,221,26,24,116,0,122,87,0,8
Spyware-180solutions,37,15,10.13513514,0,215.5135135,1448,39.13513514,7974,215.5135135,0,631,2822,40,671,662,92,594,113,162,231,43,79,43,0.029411765,0.054035568,0.029411765,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.108108108,0.054054054,0.162162162,138,389,221,26,24,116,0,119,87,0,8
Spyware-180solutions,39,15,10.79487179,0,218.2564103,1555,39.87179487,8512,218.2564103,0,645,2978,42,659,780,99,634,120,177,260,48,86,48,0.029962547,0.053682896,0.029962547,3,3,18,1.0,3,0,3,3,7,5,9,0.071428571,0.0,0.071428571,0.071428571,0.166666667,0.119047619,0.214285714,138,389,221,26,24,116,0,122,87,0,8
Spyware-180solutions,41,16,10.2195122,0,211.3170732,1618,39.46341463,8664,211.3170732,0,648,3027,44,673,768,103,643,126,181,268,47,87,47,0.028245192,0.052283654,0.028245192,3,3,18,1.0,3,0,3,3,7,5,9,0.068181818,0.0,0.068181818,0.068181818,0.159090909,0.113636364,0.204545455,138,389,221,26,24,116,0,122,87,0,8
Spyware-180solutions,40,16,10.0,0,209.875,1560,39.0,8395,209.875,0,645,2944,43,668,720,101,606,123,178,263,46,85,46,0.028696195,0.053025577,0.028696195,3,3,18,1.0,3,0,3,3,7,5,9,0.069767442,0.0,0.069767442,0.069767442,0.162790698,0.11627907,0.209302326,138,389,221,26,24,116,0,122,87,0,8
Spyware-180solutions,40,16,9.85,0,209.325,1560,39.0,8373,209.325,0,645,2935,43,668,707,101,606,123,178,263,46,85,46,0.028785982,0.053191489,0.028785982,3,3,18,1.0,3,0,3,3,7,5,9,0.069767442,0.0,0.069767442,0.069767442,0.162790698,0.11627907,0.209302326,138,389,221,26,24,116,0,122,87,0,8
Spyware-180solutions,39,15,10.05128205,0,212.2307692,1526,39.12820513,8277,212.2307692,0,642,2904,42,683,700,100,598,119,176,259,45,83,45,0.028883184,0.053273427,0.028883184,3,3,18,1.0,3,0,3,3,7,5,9,0.071428571,0.0,0.071428571,0.071428571,0.166666667,0.119047619,0.214285714,138,389,221,26,24,116,0,121,87,0,8
